machine_id,date,process_errors,sensor_5,sensor_8,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,equipment_failure,age_of_equipment
M0001,2025-01-01 01:30:00,2,52.88551677565127,49.75871948140176,101.69346725416833,104.12304443431972,75.12771187122814,93.61324252331144,111.41557011780424,non-failure,2108
M0001,2025-01-01 01:35:00,0,43.921920925849015,54.85157491241575,105.6556945422001,106.97948413342245,77.08957370108202,83.3478377333772,115.02123341097236,non-failure,3014
M0001,2025-01-01 01:40:00,0,51.372750970289424,70.71713074026624,156.6077432574326,85.89951647996175,82.19805338267375,67.06945444692245,64.54501629681393,non-failure,4626
M0001,2025-01-01 01:45:00,0,47.52009524774219,60.43639529533306,113.51579331282409,90.21668261327488,74.52736894794631,66.61542078309833,115.536308760503,non-failure,2645
M0001,2025-01-01 01:50:00,0,50.15783548815597,70.09524455873317,168.699181916453,84.72115361145728,69.00573466231886,74.98541967362412,108.654553555809,non-failure,4014
M0001,2025-01-01 01:55:00,0,46.1994080770798,74.70781239544793,113.90392866887616,124.83196114156095,84.12137790955133,92.96121544320374,119.84427933944296,non-failure,3875
M0001,2025-01-01 02:00:00,0,45.75009116183095,77.9791570062406,116.14158272937806,90.06119060072251,79.88972754952975,101.40447549722224,129.83318485237132,non-failure,2107
M0001,2025-01-01 02:05:00,0,58.14204974410895,53.05147550634107,84.80156490298117,90.38539820674524,71.32561295392985,93.58390292386235,75.29112133369098,non-failure,2794
M0001,2025-01-01 02:10:00,1,48.19581375030732,56.03988328555761,125.46676665313728,113.53095523519876,73.4681057282621,89.50135313765605,108.57592827031584,non-failure,2014
M0001,2025-01-01 02:15:00,0,45.94443058349118,78.43170130808237,93.95870767806008,93.75217396489792,93.00191602198636,86.51024210053372,136.28404660473922,non-failure,4191
M0001,2025-01-01 02:20:00,0,43.990963037248754,65.45545407071053,117.01178470984657,120.03159476911526,93.01774308027356,107.87988916384111,120.93018524257216,non-failure,3190
M0001,2025-01-01 02:25:00,0,47.36566422089148,51.27857256623185,118.692629404249,102.15690858741677,76.369607225809,91.50736324108192,138.33926605809188,non-failure,396
M0001,2025-01-01 02:30:00,0,59.70378935605045,66.56872710265792,74.80006110137826,91.85031465699888,92.32536214574658,94.83100580586854,83.59552686344652,non-failure,3112
M0001,2025-01-01 02:35:00,1,45.1427977009629,62.96425932029011,117.62231416200756,119.45018554624389,72.73119760394387,96.80346834539404,127.33834036613354,non-failure,2342
M0001,2025-01-01 02:40:00,0,44.8291556660562,52.45157810312856,172.5223459190705,104.22781330029277,83.66577895659947,101.31085473817832,118.04761895959903,non-failure,3794
M0001,2025-01-01 02:45:00,0,52.09050338273384,84.38958141151087,120.18517017980663,96.94303601379852,78.51865769006709,70.91331231281278,138.27360776987933,non-failure,2536
M0001,2025-01-01 02:50:00,0,62.37052806544327,82.79914945794616,95.31536465194344,80.65863406026536,74.47784420249229,86.27417078718986,75.67398385705296,non-failure,1287
M0001,2025-01-01 02:55:00,0,46.51038688122709,71.8241773909375,131.9714773787163,82.03106984825001,82.11499789948758,77.88656654349178,91.4364380775902,non-failure,3998
M0001,2025-01-01 03:00:00,0,55.72168115571046,50.70055260618045,115.96484150867424,114.86776022876865,79.05065849220935,84.23307261321055,121.1449563757014,non-failure,4998
M0001,2025-01-01 03:05:00,0,44.16149074539853,65.01257895944481,91.1708770886215,115.69538845651928,80.63043235977045,75.1439828169995,99.73718739488262,non-failure,2428
M0001,2025-01-01 03:10:00,1,46.80390044939276,71.78331556370536,108.56329281402996,94.28819092073384,76.59085406399988,109.14198386791384,104.51941841544908,non-failure,3870
M0001,2025-01-01 03:15:00,1,53.09856909364067,71.28493729462983,115.64464153251048,108.01378407024453,75.8601411380965,106.18526437279766,84.07272817508178,non-failure,2163
M0001,2025-01-01 03:20:00,5,112.27463519521,100.81692444200483,184.1701348029634,138.08335056701853,141.1049886049666,116.15317006701883,133.8061904314986,failure,274
M0001,2025-01-01 03:25:00,1,50.52043014506144,59.00606221509139,126.83883055220232,79.46356327349822,69.65232590298956,71.25465308814181,84.98891770133403,non-failure,3411
M0001,2025-01-01 03:30:00,0,46.79337860861945,50.63890147372868,113.87447362235623,98.07401695552562,88.87232656262711,61.77599282637067,97.762043905446,non-failure,4100
M0001,2025-01-01 03:35:00,0,47.9243216502482,63.539526058899575,114.80382150848172,83.06601890855057,64.42554037247346,73.71185143896193,101.5936016200548,non-failure,1680
M0001,2025-01-01 03:40:00,0,49.36126742747122,58.54470907534127,111.70451388836156,84.93783519053302,77.75021066300617,86.73879254452923,99.35999949164598,non-failure,4642
M0001,2025-01-01 03:45:00,0,48.61837854418215,79.09463102598059,124.37049287162004,91.40395630424042,63.68868913256579,102.09196024816652,123.16183766681873,non-failure,3881
M0001,2025-01-01 03:50:00,1,56.33192808261607,56.74207596745299,106.40839173421492,106.15169609132715,92.7137196313896,97.43800474965587,115.50141966442524,non-failure,1817
M0001,2025-01-01 03:55:00,0,44.42828322549041,50.43556465936928,87.91785821797718,110.18778733179464,69.78407028756595,103.24090740926354,103.95692449124525,non-failure,3573
M0001,2025-01-01 04:00:00,2,42.0333138831309,69.4763180604986,156.96451951064086,100.72141731106927,91.18939527614027,96.16358229769246,114.13233015329776,non-failure,2014
M0001,2025-01-01 04:05:00,0,54.30176020292703,56.83448052298888,139.4795622003524,99.73337774535054,56.83790683243894,91.68859041911853,154.03368403767257,non-failure,2441
M0001,2025-01-01 04:10:00,0,47.38489355486639,61.59573976700271,126.61061779247144,130.23180067633663,70.88188973874259,91.74045260559704,75.06774529437776,non-failure,1145
M0001,2025-01-01 04:15:00,4,79.73858744188198,85.76927066718622,195.9408038291715,191.16840517902216,103.15438171859972,133.60857914284887,167.30662764607476,failure,3231
M0001,2025-01-01 04:20:00,0,44.40302324911965,40.84559715190122,126.45240909687033,83.0347825293024,76.43367033103885,79.5136959464076,103.65191460362016,non-failure,2937
M0001,2025-01-01 04:25:00,0,45.270485030404565,68.31837534934161,115.37239349140978,122.28979582109332,63.30630050532904,86.64177637176289,125.70771801674022,non-failure,3379
M0001,2025-01-01 04:30:00,0,57.42641962309494,75.40283262362577,134.99802930243973,108.5229849478324,90.66812264588808,91.7265025250034,96.83934274803542,non-failure,2625
M0001,2025-01-01 04:35:00,0,50.56592746429059,50.6583718292664,121.13817268507992,87.10038055238407,89.62906889173622,81.94805206866539,135.80901864283578,non-failure,3801
M0001,2025-01-01 04:40:00,0,51.12481884592411,66.1340044457713,115.2318600296203,98.5447632893393,90.03919711094996,80.5902133635826,131.19242602612795,non-failure,716
M0001,2025-01-01 04:45:00,7,114.59439319268353,105.84698214830289,194.1299026440853,166.9400242920474,98.3772391507675,141.6171162366599,174.7794223752758,failure,2535
M0001,2025-01-01 04:50:00,1,53.544849711411295,66.30344923853744,121.26625610878595,95.89617151715782,76.89467005279828,102.77534056309504,90.81704650042629,non-failure,2654
M0001,2025-01-01 04:55:00,0,50.13943046899833,66.19537267404974,134.87042385820556,81.91283075876255,73.23963525820803,94.22530456237304,129.98519176152527,non-failure,553
M0001,2025-01-01 05:00:00,0,55.847833288886896,57.37361164116462,107.36563419436196,103.5465862716565,69.77903052732144,114.59540845360053,103.90535578578252,non-failure,2414
M0001,2025-01-01 05:05:00,0,50.00526257588628,44.26739087767172,130.44768218770264,105.3750853105686,91.2860240221451,97.57625468521556,148.77335114999158,non-failure,515
M0001,2025-01-01 05:10:00,0,49.53190810181373,50.35636298989138,144.17094632887466,100.65866950448414,91.5149348656096,115.07658704276766,102.78260881870447,non-failure,4334
M0001,2025-01-01 05:15:00,0,50.85209567378769,67.39393208493344,123.6766431974141,104.84667835850269,79.60298185981365,84.97124110755944,123.50825606482027,non-failure,1816
M0001,2025-01-01 05:20:00,0,49.47556455201061,77.02745133320705,109.19001188610451,111.65172417138577,60.5660438606068,70.0118402280159,107.77110254093353,non-failure,1783
M0001,2025-01-01 05:25:00,0,58.812431739979765,64.18087659248916,121.90935774964126,98.47356589076104,72.57097836535915,79.36080802171983,119.48553861261576,non-failure,483
M0001,2025-01-01 05:30:00,0,54.50250210887386,55.61408631178979,127.42869508101576,104.11336476957992,84.49015719082745,78.61977003156166,119.3092831276557,non-failure,4850
M0001,2025-01-01 05:35:00,0,48.28017830895213,75.64541301285556,96.20614625685164,101.84556211152552,88.89808030645268,91.28995708975464,104.29059110353008,non-failure,4805
M0001,2025-01-01 05:40:00,1,50.35000814131069,68.10843871552042,86.54493496432715,82.85011136476177,78.48174555689184,106.26254854164488,148.40185798678664,non-failure,2764
M0001,2025-01-01 05:45:00,0,48.22382917954364,49.53315322353794,124.2360114426388,76.8564097848734,82.7242809241929,77.45123498482361,111.33098585426823,non-failure,3648
M0001,2025-01-01 05:50:00,0,50.02337947269512,56.48729313557119,133.43117934154907,89.09083185211774,91.199159330151,79.84847228731458,104.80712760034147,non-failure,444
M0001,2025-01-01 05:55:00,0,43.46135067565404,74.6331855896409,113.62102659796712,120.43439310346037,77.80342196446715,91.5980356432564,109.3777849935326,non-failure,1756
M0001,2025-01-01 06:00:00,0,52.33583311189474,50.7179852401529,122.44889083377508,119.65522035572074,82.0858393576714,81.57930152347673,100.20277217843264,non-failure,2031
M0001,2025-01-01 06:05:00,0,50.307124237240615,67.21999518791968,118.19018840439308,74.35252422520547,103.3005927336299,98.90656881045264,111.73651002428944,non-failure,4210
M0001,2025-01-01 06:10:00,0,53.2074521674534,66.51279730477259,141.89312984185196,88.09422663868727,102.47601832104156,89.56675738813688,104.51300459930604,non-failure,1176
M0001,2025-01-01 06:15:00,0,54.326318561617,48.14038650416372,87.05892493850243,111.852744369817,62.09863197027014,94.56751167456744,84.37270516990208,non-failure,3688
M0001,2025-01-01 06:20:00,0,48.7738466014854,66.55950189449283,107.5881310323716,105.07748574062803,72.46074053036723,101.70299386334592,117.95229664517969,non-failure,2349
M0001,2025-01-01 06:25:00,1,59.15822949437193,56.66201757017238,115.4158537417918,98.0992395992464,82.83033280919095,101.9385990323775,131.18842191482227,non-failure,4135
M0001,2025-01-01 06:30:00,1,47.20793637873523,54.66838156090471,134.73762980449766,94.27981784601116,74.35893689796164,78.39720574702969,122.09909698069026,non-failure,2339
M0001,2025-01-01 06:35:00,0,47.118138791198334,68.8420306446186,112.58111972327757,88.68902934212404,69.85284087586429,84.05678186802236,97.077310790875,non-failure,2174
M0001,2025-01-01 06:40:00,0,42.97174984759158,78.00340793852149,124.83083844595464,105.19726194815858,84.78305565885353,94.69414535314525,109.64243171420208,non-failure,648
M0001,2025-01-01 06:45:00,0,49.9342983127225,54.85462905919174,119.47474671281704,100.97233457041888,94.73821901934824,83.57300993768452,104.63493162205616,non-failure,4517
M0001,2025-01-01 06:50:00,0,45.781152940091005,54.14483287048163,104.57157932370444,120.08964785011888,86.1255727682602,101.73196964252524,127.01498447246654,non-failure,519
M0001,2025-01-01 06:55:00,0,51.03627185764698,68.09381384026709,160.23722485605688,125.68273208997677,72.27103985764442,76.33686638109558,98.3080317769238,non-failure,2209
M0001,2025-01-01 07:00:00,1,42.59992692950115,68.76225107600344,125.37918112313692,109.24305867087958,77.46250450884632,58.18319296043813,127.90127182463846,non-failure,4834
M0001,2025-01-01 07:05:00,0,43.75731185565211,68.98337234483435,123.38454237067936,73.34749689257467,61.85730177325649,68.03461312293527,86.76359280072427,non-failure,617
M0001,2025-01-01 07:10:00,0,57.96319735849461,54.668156702313965,124.5021704987846,106.07682927349266,85.68617693910056,93.92756815163888,120.69201911379972,non-failure,4047
M0001,2025-01-01 07:15:00,0,55.96490027460757,69.86946583656416,132.64696157171738,98.40469572169494,89.19397229643629,76.27170670600601,101.15911026903365,non-failure,1137
M0001,2025-01-01 07:20:00,0,51.55776236478043,56.84112955748192,94.40292680248746,122.20482304511968,85.91694960576312,99.84826236226051,69.54578128111719,non-failure,3516
M0001,2025-01-01 07:25:00,5,123.19626174919271,91.9625518812851,188.50885341803505,168.38506650284938,136.23979836003133,128.25879294679174,149.5591757892092,failure,244
M0001,2025-01-01 07:30:00,6,122.05193082579788,108.71237582027588,174.35505646674667,159.2447612867976,123.2341533386299,118.41117836324928,214.03570016813583,failure,1926
M0001,2025-01-01 07:35:00,1,51.65864597726528,56.16877943168919,119.9707931515758,109.50370772669912,66.02358220891993,104.25492867513424,123.1765378389174,non-failure,4496
M0001,2025-01-01 07:40:00,1,49.38936821587636,61.60928641156307,188.49772319249143,77.65791715962217,67.73411121875834,69.65836561596562,122.49879797169989,non-failure,4526
M0001,2025-01-01 07:45:00,0,63.83359291595792,62.119975404115095,93.05832053458944,92.2719106463422,67.47474903870955,93.64601964068508,104.6508954371012,non-failure,1595
M0001,2025-01-01 07:50:00,0,49.46907649938018,45.79093915128836,129.19233099805825,88.14730915321942,87.69179122137196,85.79614735788931,135.97454684396533,non-failure,4207
M0001,2025-01-01 07:55:00,0,46.00335231219922,55.26709586873336,126.29341557575268,104.71147052446368,82.17990717478382,83.26582571335707,108.05146992964532,non-failure,1328
M0001,2025-01-01 08:00:00,0,53.17002021551768,89.97147923656996,124.99177769932544,98.50097462753038,73.41260614924718,98.85483511715309,111.3981206592738,non-failure,4540
M0001,2025-01-01 08:05:00,1,55.04299996295723,55.10641599618029,83.95234762929088,102.97134658971328,87.04968568891641,77.39292554492586,133.7740053495666,non-failure,4354
M0001,2025-01-01 08:10:00,0,46.21033755576422,55.66713123428015,105.3162956501324,78.95522555640014,81.184215831241,78.63720092001992,117.94407722665638,non-failure,3836
M0001,2025-01-01 08:15:00,0,43.88135876912816,67.71246727090592,171.69128661752524,108.63269629993658,84.54707043555769,95.16230397514452,112.45203218698438,non-failure,4788
M0001,2025-01-01 08:20:00,1,50.54333257276729,56.077429392946655,145.29484273509647,90.29754685179849,83.73935249732624,83.6159580607753,112.62374739691084,non-failure,3831
M0001,2025-01-01 08:25:00,0,53.15972847652095,67.09555108320235,129.34380602095646,108.95477664735496,59.87617846289716,97.68573364065976,116.78205066818528,non-failure,350
M0001,2025-01-01 08:30:00,0,51.85012429570372,73.63198695197349,103.662480534624,112.0490424229676,61.58760576141577,97.5693791879964,120.42905058370572,non-failure,2715
M0001,2025-01-01 08:35:00,0,53.062008057895845,33.300750776447295,68.21680205613858,75.21556510131553,81.31804365247582,75.6604276164566,127.2091833976164,non-failure,4557
M0001,2025-01-01 08:40:00,1,46.080521567951486,57.91230518991962,114.30744553096368,95.86413230044498,86.5770369653505,72.9061217895585,107.62320587251531,non-failure,4314
M0001,2025-01-01 08:45:00,0,45.79936007178279,55.90001958439868,133.84640021336642,131.39150394328593,72.60483953527631,98.25070431878731,111.5616097684826,non-failure,3489
M0001,2025-01-01 08:50:00,0,44.02765135705887,77.77650877374255,130.35558880727845,80.06357616146899,73.27401442657856,119.38258900452276,111.73035048695832,non-failure,2977
M0001,2025-01-01 08:55:00,0,51.79828139842515,39.63203688638617,121.966469649026,93.46649854654002,76.66455749194813,60.96243982311916,118.08696288886128,non-failure,4128
M0001,2025-01-01 09:00:00,0,45.42752623449044,80.36366506815831,120.14021559418572,76.67727639273492,82.59418730008272,67.42188151834303,125.67653810177288,non-failure,1615
M0001,2025-01-01 09:05:00,0,50.395502161442536,62.22601616122445,116.05196120244526,111.35558037972828,92.22556966814216,106.2896651575928,114.2962090530687,non-failure,4744
M0001,2025-01-01 09:10:00,0,54.83201389512069,55.98120747651028,130.08785636662137,97.28716732753531,80.7564577590371,87.71134738873079,121.58845630259265,non-failure,4973
M0001,2025-01-01 09:15:00,0,45.74644006430369,48.10746598882086,119.05606303251191,96.84492132963209,97.37743629408266,67.3075881123672,54.58485469220148,non-failure,3706
M0001,2025-01-01 09:20:00,0,63.68163659782055,55.679059484413365,137.95348703479252,97.01819573242815,97.21865161589692,92.5111848991609,106.17907997569245,non-failure,1776
M0001,2025-01-01 09:25:00,1,49.61358835246784,54.60320549246477,131.8958900056515,84.61676221563145,60.28516348764078,96.02559771394596,118.4097522059552,non-failure,2176
M0001,2025-01-01 09:30:00,0,47.98819385964036,62.35408790991563,115.00054995414352,102.44385853576954,77.66389284842585,85.7414845768803,132.20036015891117,non-failure,3954
M0001,2025-01-01 09:35:00,1,46.811893783678485,46.04349561149543,143.15275162533328,90.02079241262372,83.74156195334153,100.41529190299087,113.06042305511043,non-failure,2620
M0001,2025-01-01 09:40:00,1,51.91272556116427,59.19289914392687,156.69577877544063,90.89212199744875,82.7306350950945,100.0316439331129,108.45789467586611,non-failure,1539
M0001,2025-01-01 09:45:00,1,53.517634273624886,62.68390935817109,94.69185475045592,61.64775237187187,70.72120275021699,94.0675632349134,136.75122029372898,non-failure,549
M0001,2025-01-01 09:50:00,7,108.41521761083705,82.30775957680753,187.2450458779519,157.8463264896405,151.77213954798404,147.03875208754914,217.10564139283315,failure,3616
M0001,2025-01-01 09:55:00,0,48.3315261989673,63.35886261837581,106.86419642949748,117.65750657959082,79.51144355522739,100.7213009295674,129.31456102312632,non-failure,2150
M0001,2025-01-01 10:00:00,1,50.85963888245256,59.052635137995445,124.54844620459622,90.00751098909153,66.35291328097821,90.68211842125412,147.71033359789726,non-failure,1109
M0001,2025-01-01 10:05:00,0,49.57040363767636,65.41811644306307,141.7468492462731,72.14718638886109,90.8401502940219,110.90354221698124,107.86301543573953,non-failure,1650
M0001,2025-01-01 10:10:00,0,49.85779870240072,54.80309888609332,93.87066364864404,95.8224410368848,86.64251094010451,78.28976357519913,114.14041436918605,non-failure,3633
M0001,2025-01-01 10:15:00,0,48.307061717409454,66.74044951224234,92.72714366507378,102.45240648127589,76.52856476693806,113.17182632375226,113.70909508019534,non-failure,2347
M0001,2025-01-01 10:20:00,0,47.743286933907065,49.54349700377734,133.8100294269697,99.99708628979047,80.95082825150229,91.56420188858765,131.37985364282827,non-failure,1012
M0001,2025-01-01 10:25:00,0,44.166954041759055,48.64855918599114,112.18041034731615,102.40372481215633,69.14631264352731,92.4474203082186,104.94704799211938,non-failure,1050
M0001,2025-01-01 10:30:00,0,54.97895614588192,67.77753986280874,146.41471004168022,77.77110259058304,67.36627380627607,83.47700011566927,114.9911855121309,non-failure,3128
M0001,2025-01-01 10:35:00,0,51.61251211245239,54.4043451098786,98.20881218118492,90.76643808648784,66.54419783687834,87.25442886429713,96.79885021533843,non-failure,1325
M0001,2025-01-01 10:40:00,1,55.05637916860948,73.10930152156027,118.56394549311337,96.81618383934556,75.30531185574392,94.72807196420104,93.8702015838718,non-failure,1942
M0001,2025-01-01 10:45:00,0,40.40071188967212,71.44588496240794,142.5258190428863,112.8117759813607,65.60241576268267,84.63441821526783,102.64992675762886,non-failure,4686
M0001,2025-01-01 10:50:00,1,53.021764319688224,60.247516795271466,110.76172044197028,102.38247287290524,78.39141049303802,83.63051645702845,125.57724356424552,non-failure,2396
M0001,2025-01-01 10:55:00,4,114.86744950004535,85.16121928085437,203.82786006870344,207.6461427642972,143.84117990405778,139.1165459428641,219.27472608004985,failure,4287
M0001,2025-01-01 11:00:00,0,50.43649497532363,65.65702568379645,99.3409338590842,103.0914982063017,74.71807146170903,80.6444158041217,90.28543580526888,non-failure,802
M0001,2025-01-01 11:05:00,6,122.33376086585352,91.47636563446927,150.16014346904493,172.2604442701567,140.9482788165173,160.4598364187076,230.56187996621068,failure,1171
M0001,2025-01-01 11:10:00,0,50.87214569114812,64.85505307090651,132.41161595015433,97.556191288307,89.16374871579507,87.51220035519931,136.87262525829152,non-failure,845
M0001,2025-01-01 11:15:00,1,50.79510615467778,57.64900808314186,117.74101903574324,101.03869731499545,88.82100493530334,109.12507361450676,122.11682613723056,non-failure,1145
M0001,2025-01-01 11:20:00,0,47.47049126505672,45.595565066658445,136.78805410101552,104.80060577491716,79.68535534801369,119.86727539229756,102.49919690595668,non-failure,3119
M0001,2025-01-01 11:25:00,0,52.65234252129997,75.85109996717803,102.4456230550267,101.92604917080423,96.7803650753635,85.78715688309103,125.314245579524,non-failure,2897
M0001,2025-01-01 11:30:00,0,47.96544996357629,79.21391257619625,66.71563194229171,104.88601261870689,69.92833905465153,81.54701255777385,88.92911195205953,non-failure,776
M0001,2025-01-01 11:35:00,0,43.38818910101097,56.19582623344589,115.97661001539151,92.59030707385456,59.859513670259,84.61235246434113,133.35843048844598,non-failure,1190
M0001,2025-01-01 11:40:00,0,51.80474579715152,44.54652872229101,122.65294099313512,78.24261131851163,65.29068517814336,84.61286454987344,123.07001755581835,non-failure,3850
M0001,2025-01-01 11:45:00,0,45.64792593557806,56.127902530727006,132.67887205133297,96.06158810517692,86.36633961351309,98.16049169121352,119.7242576505414,non-failure,1493
M0001,2025-01-01 11:50:00,0,57.99373250929269,58.82430252933376,126.94405429002828,80.69870594176771,90.25908575845264,85.19040483320528,104.13779828661768,non-failure,3381
M0001,2025-01-01 11:55:00,0,51.40579837228056,58.92325029044959,93.04843938971425,104.23499846716354,85.66077876083398,97.3589312305459,80.20383467770193,non-failure,4286
M0001,2025-01-01 12:00:00,0,42.97922742845165,63.89568058586366,104.25984662963984,97.95215850359772,88.0324783143045,71.89761166400825,116.1783409169102,non-failure,3810
M0001,2025-01-01 12:05:00,1,50.361748039387145,73.73650412243177,132.0965638949467,81.27242877456754,82.56159596342096,87.05870361031621,105.87037472522172,non-failure,3726
M0001,2025-01-01 12:10:00,0,47.88035527481067,54.71224390950971,106.11772799777714,121.7656699567438,83.26589049038805,86.16448047127903,113.68014792508778,non-failure,4626
M0001,2025-01-01 12:15:00,0,54.46097202737035,56.25249942820793,148.17419073780275,99.8197386431464,82.27732668457786,96.46144986444254,144.6028007546121,non-failure,3186
M0001,2025-01-01 12:20:00,0,51.17881615741537,64.69816949502479,135.72321999323395,97.07598873079274,77.64243694901702,92.64109747319046,100.93926910883576,non-failure,4001
M0001,2025-01-01 12:25:00,0,43.94783735862048,73.53919382667917,120.9040995670142,116.9002682709326,76.60836239585177,90.99832843945616,115.33009779552371,non-failure,415
M0001,2025-01-01 12:30:00,0,55.59487157256876,66.48468914760358,130.91142856558594,105.93634911157898,76.57514905503947,118.06746337459522,82.72224893757496,non-failure,3880
M0001,2025-01-01 12:35:00,0,53.36339246705306,48.52064730311231,115.09699031402656,96.68485432790554,80.73706580926844,76.81720607966767,140.10405291141112,non-failure,3796
M0001,2025-01-01 12:40:00,0,42.44677881478265,63.44402465319761,79.84570973930309,114.06156000637952,67.75594605062778,57.472955478078056,118.72364694558264,non-failure,2193
M0001,2025-01-01 12:45:00,0,50.83399597856142,74.18717543790258,104.64871412171324,112.14830230444711,81.31017959484075,77.93650007489319,108.5089967594056,non-failure,1817
M0001,2025-01-01 12:50:00,1,58.086705432787646,56.78191590343354,104.0640220821675,114.25407389231948,74.95633027058267,99.24732880290964,114.4684457665663,non-failure,1258
M0001,2025-01-01 12:55:00,0,46.27147797171361,62.18420430500713,115.46446483302242,97.9724215620815,72.12129111232801,83.60399768402667,147.5487742016496,non-failure,3256
M0001,2025-01-01 13:00:00,0,58.48157249204861,66.28858549517008,101.18525178212448,85.2583958132195,69.24602607395552,81.68503935807779,131.29009073859677,non-failure,4004
M0001,2025-01-01 13:05:00,0,61.78536420602866,48.38672759094264,98.07487751017494,120.79569476108252,98.23869160905672,92.54778465733484,101.92884474813292,non-failure,1630
M0001,2025-01-01 13:10:00,0,55.70605383302252,38.859540608098925,113.71572455178364,78.37630071647409,86.23582533119006,90.65610672605668,108.60539158176924,non-failure,2407
M0001,2025-01-01 13:15:00,0,53.17803767218568,68.87107568193555,91.90328060928036,97.01705259105454,77.56970961300418,84.63599775731996,112.15872825300389,non-failure,3132
M0001,2025-01-01 13:20:00,0,48.21698701889017,81.63281077641534,128.69392376584813,92.34038615172012,81.53452026350685,85.22599352667575,132.3671708311668,non-failure,354
M0001,2025-01-01 13:25:00,0,56.58292129886887,51.80542287085517,141.9755026420908,96.39751619147164,59.85690770726478,69.85794280302731,109.63279317915958,non-failure,3870
M0001,2025-01-01 13:30:00,0,51.35258245388167,78.23388538128128,101.3244244771567,117.44486243984224,79.7834180843739,92.47063989455668,115.35987148072292,non-failure,3661
M0001,2025-01-01 13:35:00,0,57.17781862991792,63.76999251648019,100.79138961625463,88.78640673310831,77.1369392826289,93.42537495076664,137.2192781216842,non-failure,4392
M0001,2025-01-01 13:40:00,0,46.297513916094026,42.92837232029238,144.93854804369403,79.45850384173586,84.11249483690902,108.8739171770077,99.92039590192344,non-failure,1929
M0001,2025-01-01 13:45:00,0,56.54559160585929,35.371573895879386,131.32543920396847,114.86931770209418,75.47399261762901,72.0124884037939,99.66229906465006,non-failure,4339
M0001,2025-01-01 13:50:00,1,44.7798121608708,74.54557762771714,115.09584923633147,141.9985348532487,84.91709856240199,93.85374103066034,120.25906738991864,non-failure,1611
